platform,event_id,event_title,event_url,source_context,author_name,timestamp_utc,likes,comments,clean_event_text,event_content
inshort,inshort-bga-013,Bengaluru Airport to host major aviation conference,https://www.inshorts.com/news/bengaluru-airport-host-aviation-conference-223344,India,PTI,2024-07-08T12:00:00Z,6500,0,Bengaluru Airport set to host a major aviation industry conference next month.,"Kempegowda International Airport has been chosen as the venue for a prominent international aviation conference next month, bringing together industry leaders, policymakers, and experts to discuss the future of air travel and infrastructure."
inshort,inshort-bga-014,Bengaluru Airport conducts full-scale disaster drill,https://www.inshorts.com/news/bengaluru-airport-conducts-disaster-drill-556677,India,ANI,2024-07-07T10:10:00Z,5000,0,Emergency services at Bengaluru Airport conducted a full-scale disaster preparedness drill.,"Emergency response teams at Kempegowda International Airport successfully completed a comprehensive full-scale disaster management drill, simulating various emergency scenarios to test preparedness and coordination among multiple agencies."
inshort,inshort-bga-015,Bengaluru Airport explores sustainable aviation fuel production,https://www.inshorts.com/news/bengaluru-airport-sustainable-fuel-889900,Environment,Reuters,2024-07-06T13:00:00Z,8800,0,Bengaluru Airport explores new technologies for sustainable aviation fuel production.,"In a bid to promote eco-friendly air travel, Bengaluru's Kempegowda International Airport is actively exploring partnerships and technologies for the local production of Sustainable Aviation Fuel (SAF), reducing dependence on fossil fuels."
inshort,inshort-bga-016,Bengaluru Airport improves accessibility for disabled travellers,https://www.inshorts.com/news/bengaluru-airport-accessibility-disabled-110022,India,The Hindu,2024-07-05T16:15:00Z,7900,0,Accessibility features at Bengaluru Airport are being upgraded for differently-abled passengers.,"Kempegowda International Airport is implementing a series of upgrades to its infrastructure and services to make the airport more accessible and convenient for differently-abled passengers, including improved ramps, restrooms, and assistance."
inshort,inshort-bga-017,Bengaluru Airport unveils new art and culture exhibition,https://www.inshorts.com/news/bengaluru-airport-art-culture-exhibition-332211,Travel,Indian Express,2024-07-04T09:00:00Z,6100,0,Bengaluru Airport launches a new art and culture exhibition showcasing local heritage.,"Kempegowda International Airport has inaugurated a vibrant new art and culture exhibition within its premises, aiming to provide passengers with a glimpse into Karnataka's rich heritage and promote local artists and traditions."
inshort,inshort-bga-018,Connectivity to Bengaluru Airport to be expanded,https://www.inshorts.com/news/connectivity-bengaluru-airport-expanded-665544,India,Deccan Herald,2024-07-03T11:25:00Z,7000,0,Ground transport services to Bengaluru Airport are being expanded to improve connectivity.,"The road and rail connectivity to Kempegowda International Airport is set for further expansion with new bus routes and extended metro lines, ensuring smoother and quicker commutes for passengers arriving at or departing from the airport."
inshort,inshort-bga-019,Bengaluru Airport adopts AI for operational efficiency,https://www.inshorts.com/news/bengaluru-airport-adopts-ai-efficiency-998877,Technology,NDTV,2024-07-02T14:00:00Z,9100,0,Bengaluru Airport introduces AI-powered tools for enhanced operational efficiency.,"Kempegowda International Airport is integrating artificial intelligence (AI) across various operations, including air traffic management and passenger flow analysis, to optimize efficiency, reduce delays, and improve overall airport functionality."
inshort,inshort-bga-020,Bengaluru Airport duty-free sales touch new record,https://www.inshorts.com/news/bengaluru-airport-duty-free-sales-record-102030,Business,Moneycontrol,2024-07-01T10:30:00Z,7700,0,"Bengaluru Airport's duty-free sales hit a new record high, driven by international passenger growth.","The duty-free retail segment at Kempegowda International Airport has reported its highest-ever sales figures, attributed to the surging number of international travellers and an expanded range of luxury brands available, signaling strong consumer confidence."
inshort,inshort-bga-021,New airline begins operations from Bengaluru Airport,https://www.inshorts.com/news/new-airline-bengaluru-airport-operations-405060,Business,The Economic Times,2024-06-30T12:45:00Z,8400,0,"A new airline has commenced operations from Bengaluru Airport, offering more travel options.","A prominent new airline has launched its maiden flights from Kempegowda International Airport, expanding the network of destinations available to passengers and increasing competition among carriers, potentially leading to more affordable fares."
inshort,inshort-bga-022,Bengaluru Airport expands culinary offerings,https://www.inshorts.com/news/bengaluru-airport-culinary-offerings-708090,Travel,Hindustan Times,2024-06-29T11:00:00Z,6900,0,Bengaluru Airport's new culinary offerings delight passengers with diverse food options.,"Kempegowda International Airport has revamped its food and beverage options, introducing a wide array of new restaurants and cafes featuring diverse cuisines, catering to the varied tastes of both domestic and international travellers."
inshort,inshort-bga-023,Bengaluru Airport streamlines peak hour traffic management,https://www.inshorts.com/news/bengaluru-airport-peak-hour-traffic-135790,India,Times of India,2024-06-28T14:20:00Z,8600,0,Authorities at Bengaluru Airport implement new measures to manage peak hour traffic.,"To alleviate congestion during peak travel hours, Bengaluru's Kempegowda International Airport has introduced new traffic management protocols and increased ground staff, aiming to ensure smoother flow of passengers and vehicles."
inshort,inshort-bga-024,Bengaluru Airport collaborates for smart airport tech,https://www.inshorts.com/news/bengaluru-airport-smart-tech-246802,Technology,Livemint,2024-06-27T09:50:00Z,9300,0,Bengaluru Airport partners with tech firms for smart airport solutions.,"Kempegowda International Airport has forged strategic alliances with leading technology companies to develop and implement innovative smart airport solutions, including IoT-based systems and predictive analytics for operational improvements."
inshort,inshort-bga-025,Bengaluru Airport unveils new premium lounges,https://www.inshorts.com/news/bengaluru-airport-new-lounges-369123,Travel,PTI,2024-06-26T15:10:00Z,7600,0,Bengaluru Airport's new lounges offer enhanced comfort and luxury to premium travellers.,"Kempegowda International Airport has unveiled a series of sophisticated new lounges, providing premium passengers with an elevated travel experience featuring luxurious amenities, gourmet dining, and dedicated work and relaxation zones."
inshort,inshort-bga-026,Bengaluru Airport operations resume after fog delay,https://www.inshorts.com/news/bengaluru-airport-fog-delay-481456,India,ANI,2024-06-25T08:30:00Z,5500,0,Flight operations at Bengaluru Airport resumed after a brief disruption due to heavy fog.,"Flight operations at Kempegowda International Airport, Bengaluru, which were temporarily affected by dense fog this morning, have now fully resumed with improved visibility, although some delays are expected."
inshort,inshort-bga-027,Bengaluru Airport forecasts surge in international cargo,https://www.inshorts.com/news/bengaluru-airport-international-cargo-593579,Business,Reuters,2024-06-24T13:40:00Z,8000,0,Bengaluru Airport anticipates significant growth in international cargo traffic over the next five years.,"Projections for Kempegowda International Airport indicate a robust increase in international cargo volumes over the next half-decade, driven by booming e-commerce, pharmaceutical exports, and growing manufacturing sectors in the region."
inshort,inshort-bga-028,Bengaluru Airport awarded for safety and health protocols,https://www.inshorts.com/news/bengaluru-airport-safety-health-605680,India,The Hindu,2024-06-23T10:00:00Z,9600,0,Bengaluru Airport is recognized for its commitment to passenger safety and health protocols.,"Kempegowda International Airport has received an esteemed recognition for its stringent adherence to international health and safety protocols, ensuring a secure and hygienic environment for all passengers and airport staff."
inshort,inshort-bga-029,Bengaluru Airport expands parking facilities,https://www.inshorts.com/news/bengaluru-airport-expands-parking-717791,India,Indian Express,2024-06-22T16:00:00Z,7300,0,New parking facilities at Bengaluru Airport aim to ease congestion for private vehicles.,"To address increasing demand for parking, Kempegowda International Airport has expanded its parking infrastructure, adding new multi-level facilities designed to accommodate more private vehicles and reduce traffic bottlenecks."
inshort,inshort-bga-030,Bengaluru Airport's 'Airport City' attracts investments,https://www.inshorts.com/news/bengaluru-airport-city-attracts-investments-829802,Business,Deccan Herald,2024-06-21T09:15:00Z,9000,0,Bengaluru Airport's airport city project is attracting significant commercial investments.,"The ambitious 'Airport City' development adjacent to Kempegowda International Airport is drawing substantial investments from real estate and commercial ventures, envisioning a vibrant ecosystem of offices, hotels, and entertainment hubs."
inshort,inshort-bga-031,Bengaluru Airport sees major rise in domestic passenger traffic,https://www.inshorts.com/news/bengaluru-airport-domestic-traffic-941913,India,NDTV,2024-06-20T11:30:00Z,11500,0,Bengaluru Airport recorded a significant rise in domestic passenger traffic last month.,"Kempegowda International Airport witnessed a substantial increase in domestic passenger throughput last month, reflecting a strong resurgence in regional air travel and positive economic indicators across the country."
inshort,inshort-bga-032,Bengaluru Airport's non-aeronautical revenue climbs,https://www.inshorts.com/news/bengaluru-airport-non-aeronautical-revenue-053024,Business,Moneycontrol,2024-06-19T14:45:00Z,7800,0,Bengaluru Airport's non-aeronautical revenue streams are growing steadily.,"Beyond flight operations, Kempegowda International Airport is experiencing robust growth in its non-aeronautical revenue segments, including retail, F&B, advertising, and parking, contributing significantly to its overall financial health."
inshort,inshort-bga-033,Direct flights from Bengaluru Airport to US city unveiled,https://www.inshorts.com/news/bengaluru-airport-direct-us-flights-165135,Travel,The Economic Times,2024-06-18T10:20:00Z,10500,0,New direct flight connection from Bengaluru Airport to a major US city announced.,"A highly anticipated direct flight service connecting Bengaluru's Kempegowda International Airport to a prominent city in the United States has been officially announced, set to commence operations soon, offering improved transatlantic connectivity."
inshort,inshort-bga-034,Bengaluru Airport to roll out biometric boarding,https://www.inshorts.com/news/bengaluru-airport-biometric-boarding-277246,Technology,Hindustan Times,2024-06-17T15:30:00Z,9200,0,Bengaluru Airport plans to introduce biometric boarding for faster processing.,"Kempegowda International Airport is in the advanced stages of implementing a comprehensive biometric-based boarding system, allowing passengers to move seamlessly from check-in to aircraft, significantly reducing processing times."
inshort,inshort-bga-035,Bengaluru Airport sets new daily passenger record,https://www.inshorts.com/news/bengaluru-airport-new-passenger-record-389357,India,Times of India,2024-06-16T09:00:00Z,14000,0,Bengaluru Airport records highest ever passenger footfall in a single day.,"Kempegowda International Airport set a new record for daily passenger movement, registering its highest-ever footfall in a single 24-hour period, indicating the strong recovery and growth of air travel in the region."
inshort,inshort-bga-036,Bengaluru Airport cargo terminal upgraded for e-commerce,https://www.inshorts.com/news/bengaluru-airport-cargo-ecommerce-401468,Business,Livemint,2024-06-15T11:10:00Z,8100,0,Bengaluru Airport's cargo terminal upgrades to handle increased e-commerce shipments.,"To cope with the burgeoning demand from the e-commerce sector, Kempegowda International Airport's cargo terminal has undergone significant upgrades, including automated sorting systems and larger warehousing facilities, boosting capacity."
inshort,inshort-bga-037,Bengaluru Airport introduces noise monitoring systems,https://www.inshorts.com/news/bengaluru-airport-noise-monitoring-513579,Environment,PTI,2024-06-14T13:25:00Z,6700,0,Bengaluru Airport implements new noise monitoring systems for surrounding communities.,"In a move to address community concerns, Kempegowda International Airport has deployed advanced noise monitoring systems around its perimeter, providing real-time data to better manage aircraft noise levels and minimize disturbance."
inshort,inshort-bga-038,Bengaluru Airport hotel sees high occupancy,https://www.inshorts.com/news/bengaluru-airport-hotel-occupancy-625690,Business,ANI,2024-06-13T08:50:00Z,7400,0,"Bengaluru Airport's airport hotel experiences high occupancy rates, reflecting travel demand.","The airport hotel located within the Kempegowda International Airport precinct has reported consistently high occupancy rates, indicating strong demand from transit passengers, business travellers, and flight crews."
inshort,inshort-bga-039,Bengaluru Airport's MRO facility set for expansion,https://www.inshorts.com/news/bengaluru-airport-mro-expansion-737701,Business,Reuters,2024-06-12T16:00:00Z,8500,0,Bengaluru Airport's MRO facility is expanding to cater to more aircraft maintenance needs.,"The Maintenance, Repair, and Overhaul (MRO) facility at Kempegowda International Airport is undergoing significant expansion, poised to become a regional hub for aircraft servicing and maintenance, attracting more airlines."
inshort,inshort-bga-040,Bengaluru Airport introduces new transit amenities,https://www.inshorts.com/news/bengaluru-airport-transit-amenities-849812,Travel,The Hindu,2024-06-11T09:30:00Z,7000,0,Bengaluru Airport offers new amenities for transit passengers.,"Kempegowda International Airport has introduced a range of new facilities specifically designed for transit passengers, including nap pods, shower facilities, and dedicated relaxation zones, enhancing comfort during layovers."
inshort,inshort-bga-041,Bengaluru Airport upgrades signage for better navigation,https://www.inshorts.com/news/bengaluru-airport-upgrades-signage-961923,Travel,Indian Express,2024-06-10T11:40:00Z,6500,0,Bengaluru Airport is improving signage and wayfinding for easier navigation.,"To enhance passenger experience, Kempegowda International Airport is upgrading its signage and wayfinding systems, making it more intuitive for travelers to navigate terminals, find gates, and locate amenities efficiently."
inshort,inshort-bga-042,Bengaluru Airport holds job fair for new terminal,https://www.inshorts.com/news/bengaluru-airport-job-fair-073034,India,Deccan Herald,2024-06-09T14:55:00Z,5800,0,Bengaluru Airport organizes job fair to meet staffing needs for new terminal.,"In anticipation of the full operationalization of Terminal 2, Kempegowda International Airport is holding a large-scale job fair to recruit thousands of personnel across various departments, from ground staff to customer service."
inshort,inshort-bga-043,Bengaluru Airport wins award for regional connectivity,https://www.inshorts.com/news/bengaluru-airport-regional-connectivity-award-185145,India,NDTV,2024-06-08T10:10:00Z,10000,0,Bengaluru Airport receives award for best regional connectivity.,"Kempegowda International Airport has been honored with a prestigious award for its outstanding regional connectivity, facilitating seamless air travel to and from various Tier 2 and Tier 3 cities across South India."
inshort,inshort-bga-044,Real estate booms near Bengaluru Airport,https://www.inshorts.com/news/real-estate-bengaluru-airport-booms-297256,Business,Moneycontrol,2024-06-07T13:20:00Z,8700,0,Airport-related real estate development booming near Bengaluru Airport.,"The areas surrounding Kempegowda International Airport are witnessing a real estate boom, with numerous residential and commercial projects being developed, driven by improved infrastructure and proximity to the thriving airport ecosystem."
inshort,inshort-bga-045,Bengaluru Airport to host international air cargo summit,https://www.inshorts.com/news/bengaluru-airport-air-cargo-summit-309367,Business,The Economic Times,2024-06-06T15:00:00Z,7100,0,Bengaluru Airport to host major international air cargo summit.,"Kempegowda International Airport has been selected as the venue for an upcoming international air cargo summit, expected to draw global logistics and supply chain leaders, further cementing Bengaluru's role as a key logistics hub."
inshort,inshort-bga-046,Faster check-in for domestic flyers at Bengaluru Airport,https://www.inshorts.com/news/bengaluru-airport-faster-checkin-421478,Travel,Hindustan Times,2024-06-05T09:45:00Z,8300,0,Bengaluru Airport implements new system for faster check-in for domestic flyers.,"Domestic passengers at Kempegowda International Airport can now experience quicker check-in processes thanks to the implementation of new automated kiosks and streamlined bag-drop facilities, reducing queues and wait times."
inshort,inshort-bga-047,Bengaluru Airport unveils new international food court,https://www.inshorts.com/news/bengaluru-airport-international-foodcourt-533589,Travel,Times of India,2024-06-04T12:00:00Z,7500,0,Bengaluru Airport's new food court offers a wider range of international cuisines.,"Kempegowda International Airport has opened a sprawling new food court featuring an extensive selection of international culinary delights, catering to the diverse tastes of global travelers passing through the airport."
inshort,inshort-bga-048,Bengaluru Airport tops global customer satisfaction charts,https://www.inshorts.com/news/bengaluru-airport-customer-satisfaction-645600,India,Livemint,2024-06-03T14:15:00Z,11000,0,Bengaluru Airport ranks high in customer satisfaction surveys globally.,"Kempegowda International Airport has once again scored highly in international customer satisfaction benchmarks, reflecting its continuous efforts in providing a world-class travel experience and passenger amenities."
inshort,inshort-bga-049,Bengaluru Airport sees jump in pharma exports via cargo,https://www.inshorts.com/news/bengaluru-airport-pharma-exports-757711,Business,PTI,2024-06-02T10:30:00Z,7900,0,Bengaluru Airport's air cargo volume witnessed significant growth in pharmaceutical exports.,"Kempegowda International Airport's air cargo operations saw a notable surge in pharmaceutical exports, driven by increased global demand and efficient cold chain logistics established at the airport, bolstering India's pharma sector."
inshort,inshort-bga-050,"Bengaluru Airport introduces new taxi, ride-sharing zones",https://www.inshorts.com/news/bengaluru-airport-taxi-ridesharing-869822,India,ANI,2024-06-01T16:00:00Z,6800,0,New taxi stands and ride-sharing zones introduced at Bengaluru Airport for better connectivity.,"To streamline ground transportation, Kempegowda International Airport has designated new, well-organized taxi stands and dedicated ride-sharing pick-up zones, aiming to reduce passenger wait times and traffic congestion."
inshort,inshort-bga-051,Bengaluru Airport targets net-zero carbon emissions by 2040,https://www.inshorts.com/news/bengaluru-airport-netzero-2040-981933,Environment,Reuters,2024-05-31T09:15:00Z,9000,0,Bengaluru Airport aims for net-zero carbon emissions by 2040.,"Kempegowda International Airport has announced an ambitious target to achieve net-zero carbon emissions by 2040, outlining a strategic roadmap that includes increased use of renewable energy, efficient operations, and green infrastructure."
inshort,inshort-bga-052,Bengaluru Airport's T2 boasts advanced self-service kiosks,https://www.inshorts.com/news/bengaluru-airport-t2-kiosks-093044,Technology,The Hindu,2024-05-30T11:30:00Z,8200,0,Bengaluru Airport's new terminal features advanced self-service kiosks.,"Terminal 2 of Kempegowda International Airport is equipped with a high number of self-service kiosks, allowing passengers to independently complete various pre-boarding formalities like check-in and bag tagging, minimizing human contact."
inshort,inshort-bga-053,Bengaluru Airport promotes local artisans' products,https://www.inshorts.com/news/bengaluru-airport-local-artisans-205155,Business,Indian Express,2024-05-29T14:40:00Z,6700,0,Local artisans' products are now available at Bengaluru Airport retail stores.,"Kempegowda International Airport has dedicated retail spaces to showcase and sell products from local artisans and small businesses, promoting regional crafts and offering unique souvenir options to travellers."
inshort,inshort-bga-054,Bengaluru Airport opens new advanced medical facility,https://www.inshorts.com/news/bengaluru-airport-medical-facility-317266,India,Deccan Herald,2024-05-28T08:50:00Z,7300,0,Bengaluru Airport's new medical facility enhances emergency response capabilities.,"A state-of-the-art medical facility, equipped with advanced diagnostic tools and emergency response teams, has been inaugurated at Kempegowda International Airport, ensuring immediate medical attention for passengers and staff."
inshort,inshort-bga-055,Bengaluru Airport boosts connectivity to city's IT hubs,https://www.inshorts.com/news/bengaluru-airport-it-hubs-connectivity-429377,India,NDTV,2024-05-27T16:00:00Z,8800,0,Bengaluru Airport enhances connectivity to major IT hubs in the city.,"New dedicated shuttle services and improved road infrastructure are being developed to connect Kempegowda International Airport directly to Bengaluru's major IT corridors and business parks, benefiting corporate travelers."
inshort,inshort-bga-056,Aviation training academy coming up near Bengaluru Airport,https://www.inshorts.com/news/aviation-training-bengaluru-airport-541488,Business,Moneycontrol,2024-05-26T10:20:00Z,7600,0,Aviation training academy planned near Bengaluru Airport to address skill gap.,"A new state-of-the-art aviation training academy is being planned in the vicinity of Kempegowda International Airport, aiming to produce skilled professionals for the rapidly growing aviation sector and address talent shortages."
inshort,inshort-bga-057,Bengaluru Airport registers rise in perishable and pharma freight,https://www.inshorts.com/news/bengaluru-airport-perishable-pharma-freight-653599,Business,The Economic Times,2024-05-25T13:30:00Z,8000,0,Bengaluru Airport sees increased freight movement for perishables and pharmaceuticals.,"The specialized cold chain logistics facilities at Kempegowda International Airport are experiencing heightened demand, leading to increased freight movement of temperature-sensitive goods like perishables and pharmaceuticals."
inshort,inshort-bga-058,Bengaluru Airport deploys robots for cleaning services,https://www.inshorts.com/news/bengaluru-airport-robot-cleaning-765710,Technology,Hindustan Times,2024-05-24T09:00:00Z,9500,0,Bengaluru Airport introduces robotic cleaning services for enhanced hygiene.,"In a move towards advanced hygiene, Kempegowda International Airport has deployed robotic cleaning systems across its terminals, ensuring more efficient and thorough sanitation, contributing to a safer environment."
inshort,inshort-bga-059,Bengaluru Airport hosts aviation history photography exhibition,https://www.inshorts.com/news/bengaluru-airport-aviation-photo-exhibition-877821,Travel,Times of India,2024-05-23T11:15:00Z,6200,0,Bengaluru Airport hosts a photography exhibition on aviation history.,"Kempegowda International Airport is currently hosting a captivating photography exhibition, chronicling significant milestones in aviation history and showcasing iconic aircraft and moments from the past century, engaging passengers."
inshort,inshort-bga-060,Start-ups keen on setting up offices near Bengaluru Airport,https://www.inshorts.com/news/startups-bengaluru-airport-city-989932,Business,Livemint,2024-05-22T14:20:00Z,8900,0,Start-ups flocking to set up offices in airport city near Bengaluru Airport.,"The 'Airport City' being developed around Kempegowda International Airport is becoming a magnet for technology start-ups and innovation hubs, drawn by its strategic location, modern infrastructure, and connectivity."
inshort,inshort-bga-061,Bengaluru Airport launches new lost and found service,https://www.inshorts.com/news/bengaluru-airport-lost-found-001122,India,PTI,2024-05-21T10:00:00Z,7000,0,Bengaluru Airport launches new service for lost and found items.,"Kempegowda International Airport has introduced an upgraded lost and found service, featuring an online portal and dedicated support staff, to help passengers quickly retrieve their misplaced belongings and reduce inconvenience."
inshort,inshort-bga-062,Bengaluru Airport lauded for efficient cargo handling,https://www.inshorts.com/news/bengaluru-airport-efficient-cargo-334455,Business,ANI,2024-05-20T16:00:00Z,8500,0,Bengaluru Airport recognized for its efficient cargo handling amidst global supply chain challenges.,"Amidst ongoing global supply chain disruptions, Kempegowda International Airport has been lauded for its resilience and efficiency in managing air cargo operations, ensuring smooth movement of goods and essential supplies."
inshort,inshort-bga-063,Bengaluru Airport to expand private jet terminal,https://www.inshorts.com/news/bengaluru-airport-private-jet-expansion-667788,Business,Reuters,2024-05-19T09:30:00Z,7200,0,Bengaluru Airport plans expansion of its private jet terminal.,"Responding to increasing demand for private and business aviation, Kempegowda International Airport is planning a significant expansion of its dedicated private jet terminal, offering enhanced facilities for high-end travellers."
inshort,inshort-bga-064,Bengaluru Airport's waste management sets industry benchmark,https://www.inshorts.com/news/bengaluru-airport-waste-management-990011,Environment,The Hindu,2024-05-18T11:45:00Z,7800,0,Bengaluru Airport's waste management system sets new industry benchmarks.,"Kempegowda International Airport has implemented an advanced and highly efficient waste management system, achieving remarkable recycling rates and setting a new benchmark for environmental stewardship in the aviation industry."
inshort,inshort-bga-065,New hotel chains to open near Bengaluru Airport,https://www.inshorts.com/news/new-hotels-bengaluru-airport-223344,Business,Indian Express,2024-05-17T14:50:00Z,6900,0,New hotel chains announce plans to open properties near Bengaluru Airport.,"Several international and domestic hotel chains have revealed intentions to establish new properties in the vicinity of Kempegowda International Airport, catering to the growing influx of business travellers and tourists."
inshort,inshort-bga-066,Bengaluru Airport introduces digital feedback system,https://www.inshorts.com/news/bengaluru-airport-digital-feedback-556677,Technology,Deccan Herald,2024-05-16T08:00:00Z,6500,0,Bengaluru Airport implements new digital solutions for passenger feedback.,"Kempegowda International Airport has launched new digital platforms and kiosks dedicated to collecting real-time passenger feedback, enabling swift responses to concerns and continuous improvements in services."
inshort,inshort-bga-067,Bengaluru Airport operations normal despite heavy rains,https://www.inshorts.com/news/bengaluru-airport-rains-normal-889900,India,NDTV,2024-05-15T13:20:00Z,5900,0,Bengaluru Airport's operations unaffected by recent heavy rains in the city.,"Despite heavy rainfall impacting parts of Bengaluru, operations at Kempegowda International Airport remained largely unaffected, showcasing the airport's robust drainage systems and operational preparedness."
inshort,inshort-bga-068,Bengaluru Airport plans to be South India's major hub,https://www.inshorts.com/news/bengaluru-airport-south-india-hub-110022,Travel,Moneycontrol,2024-05-14T10:40:00Z,9200,0,Bengaluru Airport aims to become a major hub for South India travel.,"With its ongoing expansion and connectivity initiatives, Kempegowda International Airport is strategically positioning itself to become the primary aviation hub for South India, catering to both domestic and international traffic."
inshort,inshort-bga-069,Bengaluru Airport expands retail with global brand partnerships,https://www.inshorts.com/news/bengaluru-airport-global-brands-332211,Business,The Economic Times,2024-05-13T15:00:00Z,8100,0,Bengaluru Airport's new retail partnerships bring global brands to passengers.,"Kempegowda International Airport has signed new partnerships with various global luxury and lifestyle brands, significantly enhancing its retail offerings and providing passengers with a wider selection of shopping opportunities."
inshort,inshort-bga-070,Bengaluru Airport introduces health screening for international arrivals,https://www.inshorts.com/news/bengaluru-airport-health-screening-665544,India,Hindustan Times,2024-05-12T09:20:00Z,7400,0,Bengaluru Airport implements new health screening kiosks for international arrivals.,"To ensure public health safety, Kempegowda International Airport has installed advanced health screening kiosks at international arrival gates, facilitating quick and efficient health checks for incoming passengers."
